Id,connectivity_type,region,hub,hostname,ip_management,brand,model,serial_number,ot,installation_date,config_status,comments,remote_device,remote_ports,uplink_ports,Created at,Updated at,end_of_support,firmware_version
188,Acceso,AMBA,DOL,SCO-DOL1,10.106.74.2,Transition,SM24-100SFP-AH,1013000070,"",,Instalado,OT 99862639 UM 07/07/2014,"","",27-28,2017-05-15 13:15:30 UTC,2019-02-22 19:41:32 UTC,,""
627,Acceso,AMBA,DOL,SCO-DOL2,10.106.74.27,Transition,S4224,"","",2019-03-27,Instalado,"",ROA1.DOL,"","",2019-01-15 15:52:14 UTC,2019-03-27 13:24:04 UTC,,2.2.9.9
189,Acceso,BUENOS AIRES,DOR,SCO.DOR1,10.106.239.2,Transition,S4224,14545933,"",,Instalado,Se pide factibilidad a PIM-P OT #200222291,"","",27-28,2017-05-15 13:15:30 UTC,2018-04-27 04:17:22 UTC,,
190,Acceso,LITORAL,ESP,SCO1.ESP-TRANSITION,10.106.98.125,Transition,SM24-100SFP-AH,1013000014,,,Instalado,26-03 Se manda a UM para la instalacion.,,,,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
191,Acceso,LITORAL,FIR1,SCO1.FIR1-S4224,10.106.75.2,Transition,S4224,14525476,,,Instalado,#104510778,,,23-24,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
200,Acceso,AMBA,FLO,SCO-FLO10,10.106.5.35,Transition,SM24-100SFP-AH,1033000019,"",,Instalado,OT #60001494  - 12/11 mail a um,"","",27-28,2017-05-15 13:15:30 UTC,2018-07-30 15:39:51 UTC,,
201,Acceso,AMBA,FLO,SCO-FLO11,10.106.5.45,Transition,S4224,14525427,"",,Instalado,#117629409,"","",23-24,2017-05-15 13:15:30 UTC,2018-11-29 14:43:28 UTC,,2.2.9.9
202,Acceso,AMBA,FLO,SCO-FLO12,10.106.5.63,Transition,S4224,14545940,"",,Instalado,Se pide factibilidad a PIM-P OT #160859715. Se envia mail a UM 5/6,"","",27-28,2017-05-15 13:15:30 UTC,2018-11-29 14:43:40 UTC,,2.2.9.9
203,Acceso,AMBA,FLO,SCO-FLO13,10.106.5.93,Transition,S4224,14563770,"",2017-06-01,Instalado,"",ROA1.FLO1 - MX960,ge-0/2/1 y ge-11/3/6,27-28,2017-05-15 13:15:30 UTC,2018-11-29 14:43:59 UTC,,2.2.9.9
540,Acceso,AMBA,FLO,SCO-FLO14,10.106.5.112,Transition,S4224,20041297,"",,Instalado,"",ROA1.FLO1,ge-0/0/9 y ge-11/3/5,27 y 28,2018-07-25 14:53:32 UTC,2018-10-25 18:01:59 UTC,,""
549,Acceso,CENTRO,FLO,SCO-FLO15,10.106.5.115,Transition,S4224,"","",,Instalado,"",ROA1.FLO1,"",27 y 28,2018-09-17 18:40:04 UTC,2018-12-21 02:09:41 UTC,,2.2.9.9
192,Acceso,AMBA,FLO,SCO-FLO2,10.103.5.3,MRV,MRV OA2000,00201A250E00,"",,Instalado,"","","",25-26,2017-05-15 13:15:30 UTC,2018-07-30 15:39:20 UTC,,
193,Acceso,AMBA,FLO,SCO-FLO3,10.106.5.23,MRV,MRV OA2000,00201A2594A0,"",,Instalado,"","","",25-26,2017-05-15 13:15:30 UTC,2018-07-30 15:34:56 UTC,,
194,Acceso,AMBA,FLO,SCO-FLO4,10.106.5.24,MRV,MRV OA2000,00201A2D8EC0,"",,Instalado,"","","",25,2017-05-15 13:15:30 UTC,2018-07-30 15:34:39 UTC,,
195,Acceso,AMBA,FLO,SCO-FLO5,10.106.5.3,Transition,SM24-100SFP-AH,1033000088,"",,Instalado,09-05-2011 Se envio instalacion SM24 a UM - Se envio solicitud de PIM-P el 05/05/2011 OT#4422644,"","",27-28,2017-05-15 13:15:30 UTC,2018-07-30 15:33:09 UTC,,
196,Acceso,AMBA,FLO,SCO-FLO6,10.106.5.13,Transition,SM24-100SFP-AH,0012CFFA2444,"",,Instalado,"","","",27-28,2017-05-15 13:15:30 UTC,2018-07-30 15:32:52 UTC,,
197,Acceso,AMBA,FLO,SCO-FLO7,10.106.5.64,Transition,S4224,"","",,Instalado,24/08-Se factibiliza Ports ( Ot. 5573929  ),"","","",2017-05-15 13:15:30 UTC,2018-11-29 14:44:51 UTC,,2.2.9.9
198,Acceso,AMBA,FLO,SCO-FLO8,10.106.5.18,Transition,SM24-100SFP-AH,1013000071,"",,Instalado,Mail enviado a UM 11/10 - Requiere liberar puertos,"","",27-28,2017-05-15 13:15:30 UTC,2018-07-30 15:31:56 UTC,,
199,Acceso,AMBA,FLO,SCO-FLO9,10.106.5.29,Transition,SM24-100SFP-AH,1033000021,"",,Instalado,OT 44372589 - 12/06 se envio mail a UM pidiendo instalacion,"","",27-28,2017-05-15 13:15:30 UTC,2018-07-30 15:31:33 UTC,,
204,Acceso,AMBA,FOR,SCO1.FOR-SM24-100,10.106.195.10,Transition,SM24-100SFP-AH,1033000020,,,Instalado,OT # 59345393 - 02/10 Mail enviado a UM,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:35 UTC,,
655,Acceso,NORTE,FOR,SCO-FOR2,10.106.195.5,"",MIL-SM4004TG,"","",,"","","","","",2019-03-21 14:49:09 UTC,2019-03-21 14:49:09 UTC,,""
645,Acceso,NORTE,FOR,SCO-FOR3,10.106.195.52,Transition,S4224,"","",,Pendiente configuración,"","",ge-0/1/9 Y ge-11/1/8,27 y 28,2019-03-13 13:48:04 UTC,2019-03-21 14:42:54 UTC,,2.2.9.9
205,Acceso,CENTRO,FRA,SCO-FRA1,10.106.97.2,Transition,S4224,14593166,"",,Instalado,Pedido cambio por SM24-100 06/09/2011,"","",27-28,2017-05-15 13:15:30 UTC,2018-07-31 20:35:06 UTC,,
649,Acceso,AMBA,FRA,SCO-FRA2,10.106.97.101,Transition,S4224,"","",,Pendiente configuración,"","",ge-0/0/1 Y ge-11/0/1,27 y 28,2019-03-13 14:08:18 UTC,2019-03-13 14:08:18 UTC,,""
206,Acceso,LITORAL,GGU,SCO-GGU1,10.106.76.2,Transition,S4224,0012CFFA2064,"",,Instalado,Factibilidad # 5650024  --- 14/01 mail enviado a UM,"","",27-28,2017-05-15 13:15:30 UTC,2019-01-08 17:23:58 UTC,,""
521,Acceso,Litoral,GGY,SCO-GGY1,10.106.37.2,Transition,S4224,14605801,"",,Instalado,"",ROA1.GGY1,ge-1/0/7 y ge-1/2/7,27 y 28,2018-04-18 18:40:36 UTC,2018-12-26 15:21:43 UTC,,""
207,Acceso,SUR,GRO,SCO-GRO1,10.106.111.6,Transition,SM24-100SFP-AH,1010000012,"",,Instalado,"","","",27-28,2017-05-15 13:15:30 UTC,2019-02-18 20:02:44 UTC,,""
456,Acceso,SUR,GRO,SCO-GRO2,10.106.111.10,Transition,S4224,"","",,Instalado,"",ROA1.GRO1,ge-0/2/9 y ge-11/2/9,27-28,2017-08-08 17:18:14 UTC,2019-02-18 20:02:55 UTC,,""
633,Acceso,SUR,GRO,SCO-GRO3,10.106.111.90,Transition,S4224,"","",,Pendiente configuración,"","","",27 y 28,2019-02-18 20:02:21 UTC,2019-02-18 20:02:21 UTC,,""
208,Acceso,AMBA,HAE,SCO3.HAE-OA2000,10.106.10.14,MRV,MRV OA2000,00201A2D8F40,,,Instalado,,,,25-26,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
209,Acceso,AMBA,HAE,SCO4.HAE-TRANSITION,10.106.10.15,Transition,SM24-100SFP-AH,1010000087,,,Instalado,,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
210,Acceso,AMBA,HAE,SCO5.HAE-TRANSITION,10.106.10.18,Transition,SM24-100SFP-AH,1033000042,,,Instalado,,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
211,Acceso,AMBA,HAE,SCO6.HAE-TRANSITION,10.106.10.23,Transition,SM24-100SFP-AH,1010000048,,,Instalado,Mail enviado a UM 11/10,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
212,Acceso,AMBA,HAE,SCO7.HAE-TRANSITION,10.106.10.25,Transition,SM24-100SFP-AH,1033000099,,,Instalado,OT 71080760 -+ 27/12 mail enviado a UM,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
213,Acceso,AMBA,HAE,SCO8.HAE-TRANSITION,10.106.10.26,Transition,SM24-100SFP-AH,1033000045,,,Instalado,OT 86804787 UM 27/03,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
215,Acceso,AMBA,HAE,SCO.HAE10,10.106.10.41,Transition,S4224,"","",2017-05-26,Instalado,"","","",27-28,2017-05-15 13:15:30 UTC,2018-02-15 18:14:32 UTC,,
546,Acceso,AMBA,HAE,SCO-HAE11,10.106.10.111,Transition,S4224,"","",2018-10-31,Instalado,"",ROA.HAE1, ge-0/1/9  y ge-11/0/6,27 y 28,2018-08-28 11:58:39 UTC,2018-10-31 15:36:41 UTC,,2.2.9.9
214,Acceso,AMBA,HAE,SCO.HAE9,10.106.10.35,Transition,S4224,14545914,,,Instalado,Se pide factibilidad a PIM-P OT#188622656. Se envia mail a UM 8/1/2016,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
216,Acceso,AMBA,HOR,SCO1.GC-OA2000,10.103.206.4,MRV,MRV OA2000,00201A2B2C28,,,Instalado,,,,25-26,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
564,Acceso,AMBA,HOR,SCO.HOR1,10.106.198.113,Transition,LIB4424,14586990,"",2018-10-24,Instalado,"",SAC.HOR1,xe-0/0/2,27,2018-10-24 20:14:04 UTC,2018-10-24 20:14:04 UTC,,""
217,Acceso,AMBA,ITU,SCO1.ITU-TRANSITION,10.106.155.3,Transition,SM24-100SFP-AH,0012CFFA2104,,,Instalado,,,,,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
218,Acceso,AMBA,ITU,SCO2.ITU-TRANSITION,10.106.155.4,Transition,SM24-100SFP-AH,1010000019,,,Instalado,OT 44372282 - 12/06 Se envio pedido de instalacion a UM,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
219,Acceso,AMBA,ITU,SCO-ITU3,10.106.155.5,Transition,S4224,14525447,"",,Instalado,OT #136822981 UM 11/06,ROA.ITU1,"",27-28,2017-05-15 13:15:30 UTC,2018-11-14 19:41:47 UTC,,2.2.9.9
220,Acceso,AMBA,ITU,SCO-ITU4,10.106.155.7,Transition,S4224,14569383,"",,Instalado,Se pidio factibilidad a PIM-P Solicitud Maximo: 32918,ROA.ITU1,"",27-28,2017-05-15 13:15:30 UTC,2018-11-14 19:43:08 UTC,,2.2.9.9
221,Acceso,AMBA,ITU,SCO-ITU5,10.106.155.8,Transition,S4224,"","",2017-05-26,Instalado,"",ROA.ITU1,"",27-28,2017-05-15 13:15:30 UTC,2018-11-14 19:44:15 UTC,,2.2.9.9
615,Acceso,AMBA,ITU,SCO-ITU6,10.106.155.16,Transition,S4224,"","",2019-01-04,Instalado,"",ROA1.ITU1,"","",2018-12-20 14:08:27 UTC,2019-01-04 18:49:25 UTC,,2.2.9.9
222,Acceso,CENTRO,JSM,SWF-JSM1-AC,10.106.29.2,Transition,S4224,14545935,,,Instalado,Se pidio factibilidad a PIM-P OT:158516165. 20/05 Se envia pedido de instalacion  a UM,,,27-28,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
223,Acceso,BUENOS AIRES,JUL,SCO-JUL1,10.106.53.2,Transition,S4224,14525407,"",,Instalado,Se pidio factibilidad a PIM-P OT #169979041,"","",27-28,2017-05-15 13:15:30 UTC,2019-01-09 13:07:45 UTC,,2.2.9.9
224,Acceso,BUENOS AIRES,JUN,SCO-JUN1,10.106.112.2,Transition,SM24-100SFP-AH,0012CFFA24E4,"",,Instalado,12/05/2011 se envio pedido de intalacion a UM,"","",27-28,2017-05-15 13:15:30 UTC,2019-02-07 12:45:23 UTC,,""
225,Acceso,BUENOS AIRES,JUN,SCO-JUN2,10.106.112.10,Transition,S4224,"","",,Instalado,OT #136823084 UM 28/1,"","","",2017-05-15 13:15:30 UTC,2019-02-07 12:45:49 UTC,,""
603,Acceso,BUENOS AIRES,JUN,SCO-JUN3,10.106.112.14,Transition,S4224,14627270,"",,Instalado,"",ROA1.JUN,"",27 Y 28,2018-12-05 20:54:27 UTC,2018-12-26 15:55:37 UTC,,""
543,Acceso,LITORAL,LAB,SCO-LAB1,10.106.27.2,Transition,S4224,"","",2018-09-04,Instalado,"",ROA1.LAB1,ge-1/0/2 y ge-1/2/3,27 y 28,2018-08-14 19:41:27 UTC,2019-02-20 15:00:54 UTC,,2.2.9.9
226,Acceso,AMBA,LAN,SCO.LAN1,10.106.132.62,Transition,S4224,00201A2D8FE0,"",,Instalado,"","","",27 y 28,2017-05-15 13:15:30 UTC,2018-10-31 23:53:45 UTC,,2.2.9.9
235,Acceso,AMBA,LAN,SCO.LAN10,10.106.132.41,Transition,S4224,14598982,"",2018-07-17,Instalado,"",SAC.LAN1,ge-0/0/11 y ge-1/0/11,27-28,2017-05-15 13:15:30 UTC,2018-08-15 14:49:35 UTC,,2.2.9.9
618,Acceso,AMBA,LAN,SCO.LAN11,10.106.132.69,Transition,S4224,"","",2018-12-28,Instalado,"",SAC.LAN1,ge-0/0/12 y ge-1/0/12,27 y 28,2018-12-26 20:21:15 UTC,2018-12-28 16:01:32 UTC,,2.2.9.9
569,Acceso,AMBA,LAN,SCO.LAN2,10.106.132.142,Transition,S4224,"","",,Instalado,"","","","",2018-10-26 14:43:51 UTC,2018-11-20 21:30:33 UTC,,2.2.9.9
228,Acceso,AMBA,LAN,SCO.LAN3,10.106.132.3,Transition,S4224,1033000068,"",,Instalado,"","","",27 y 28,2017-05-15 13:15:30 UTC,2018-10-31 23:54:28 UTC,,2.2.9.9
229,Acceso,AMBA,LAN,SCO.LAN4,10.106.132.8,Transition,S4224,1010000001,"",,Instalado,OT 5625939 / 11/10 Mail enviado a UM,"","",27-28,2017-05-15 13:15:30 UTC,2018-10-31 23:54:51 UTC,,2.2.9.9
230,Acceso,AMBA,LAN,SCO.LAN5,10.106.132.21,Transition,S4224,14525453,"",,Instalado,#102335783 PIM-P 19/06 | 117630640,"","","",2017-05-15 13:15:30 UTC,2018-10-31 23:55:13 UTC,,2.2.9.9
231,Acceso,AMBA,LAN,SCO.LAN6,10.106.132.36,Transition,S4224,14565241,"",,Instalado,"","","",27-28,2017-05-15 13:15:30 UTC,2018-10-31 23:55:28 UTC,,2.2.9.9
232,Acceso,AMBA,LAN,SCO.LAN7,10.106.132.37,Transition,LIB4424,79000017,"",2018-09-20,Instalado,"",SAC.LAN1,ge-0/0/8 y ge-1/0/8,27-28,2017-05-15 13:15:30 UTC,2019-03-01 15:33:40 UTC,,2.2.9.9
233,Acceso,AMBA,LAN,SCO.LAN8,10.106.132.39,Transition,S4224,14563767,"",2017-05-15,Instalado,Se pidio factibilidad a PIM-P Solicitud Maximo: 1166. Se envia mail UM 17/3,SAC.LAN1,"",27-28,2017-05-15 13:15:30 UTC,2018-11-21 14:35:03 UTC,,2.2.9.9
234,Acceso,AMBA,LAN,SCO.LAN9,10.106.132.40,Transition,S4224,14569384,"",,Instalado,Se pidio factibilidad a PIM-P Solicitud Maximo: 1166. Se envia mail UM 17/3,SAC.LAN1,"",27-28,2017-05-15 13:15:30 UTC,2018-11-21 14:36:48 UTC,,2.2.9.9
236,Acceso,Lincoln,LIN,SCO-LIN1,10.106.77.2,Transition,S4224,1010000014,"",,Instalado,"","","",27-28,2017-05-15 13:15:30 UTC,2019-01-07 19:41:54 UTC,,""
237,Acceso,AMBA,LOM,SCO1.LOM-OA2000,192.168.14.27,MRV,MRV OA2000,00201A2B2BC8,,,Instalado,,,,25,2017-05-15 13:15:30 UTC,2017-05-15 13:15:36 UTC,,
238,Acceso,AMBA,LOM,SCO2.LOM-SM24,10.106.131.7,Transition,SM24-100SFP-AH,1033000024,,,Instalado,12/01/2012 - Se pide Factibilidad a PIM-P ( Ot: 5081664 ) / 10/02 Se piden Ports a PIM-M ( Ot. 5181917 ) - 14/02 se pide instalacion a UM,,,,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
239,Acceso,AMBA,LOM,SCO3.LOM-SM24,10.106.131.17,Transition,SM24-100SFP-AH,1010000037,,,Instalado,OT # 54961286 - 09/09 Se envio pedido de UM,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
464,Acceso,Lomas de Zamora,LOM,SCO-LOM5,10.106.131.30,Transition,S4224,14584217,"",2017-10-10,Instalado,"",ROA1.LOM1,GE-0/0/4 y GE-11/0/4,27 y 28,2017-09-11 16:49:46 UTC,2019-01-09 13:09:58 UTC,,2.2.9.9
587,Acceso,AMBA,LOM,SCO-LOM6,10.106.131.38,Transition,S4224,14627259,"",2018-12-06,Instalado,"",ROA1.LOM,"",27 Y 28,2018-12-03 15:42:56 UTC,2018-12-06 16:17:39 UTC,,2.2.2.9
588,Acceso,AMBA,LOM,SCO-LOM7,10.106.131.39,Transition,S4224,14618346,"",2018-12-06,Instalado,"",ROA1.LOM,"",27 Y 28,2018-12-03 15:43:43 UTC,2018-12-06 16:17:13 UTC,,2.2.2.9
240,Acceso,AMBA,LOM,SWF-LOM4-AC,10.106.131.21,Transition,S4224,14525399,,,Instalado,OT #131677410 UM 6/1,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
528,Acceso,LITORAL,LOR,SCO.LOR1,10.106.94.7,Transition,S4224,14605807,"",2018-07-11,Instalado,instalado,roa1.Lor1,ge-1/1/7 y ge-1/3/7,27 y 28,2018-05-28 17:24:26 UTC,2018-08-15 15:01:41 UTC,,2.2.9.9
249,Acceso,BUENOS AIRES,LUJ,SCO1.LUJ-SM24,10.106.148.2,Transition,SM24-100SFP-AH,1033000052,,,Instalado,Pedido cambio por SM24-100 06/09/2011,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
250,Acceso,BUENOS AIRES,LUJ,SCO.LUJ2,10.106.148.4,Transition,S4224,14557833,"",,Instalado,Se pidio factibilidad a PIM-P OT#217331019,ROA1.LUJ,"",27 ; 28,2017-05-15 13:15:31 UTC,2018-11-14 19:48:34 UTC,,2.2.9.9
252,Acceso,BUENOS AIRES,MER,SCO1.MER-OA2000,10.103.149.10,MRV,MRV OA2000,00201A259680,,,Instalado,,,,26,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
251,Acceso,BUENOS AIRES,MER,SCO-MER2,10.106.149.2,Transition,S4224,1010000039,"",,Instalado,Pedido cambio por SM24-100 06/09/2011,"","",27-28,2017-05-15 13:15:31 UTC,2019-02-01 20:08:47 UTC,,""
253,Acceso,AMBA,MGR,SCO1.MGR-OA2000,10.106.127.2,MRV,MRV OA2000,00201A2EA0DE,,,Instalado,,,,25-26,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
254,Acceso,AMBA,MGR,SCO2.MGR-SM24,10.106.127.6,Transition,SM24-100SFP-AH,0012CFFA2304,,,Instalado,18/05 se envio el pedido de instalacion a UM,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
255,Acceso,AMBA,MGR,SCO3.MGR-SM24,10.106.127.8,Transition,SM24-100SFP-AH,0012CFFA2364,,,Instalado,OT 62764305 - 05/11 se envio pedido de instalacion a UM,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
517,Acceso,AMBA,MGR,SCO-MGR5,10.106.127.13,Transition,S4224,14586987,"",,Instalado,"28/05/2018
",ROA1.MGR1,ge-0/1/2 y ge-11/1/2,27 y 28,2018-03-21 19:30:07 UTC,2018-05-28 20:57:06 UTC,,
605,Acceso,AMBA,MGR,SCO-MGR6,10.106.127.14,Transition,S4224,"","",2018-12-06,Instalado,"",ROA1.MGR1,ge-0/0/0 y ge-11/1/1,27 y 28,2018-12-06 13:16:43 UTC,2018-12-06 19:44:26 UTC,,2.2.9.9
256,Acceso,AMBA,MGR,SWF-MGR4-AC,10.106.127.9,Transition,S4224,,,,Instalado,Se pide factibilidad a PIM-P OT # 164682618,,,,2017-05-15 13:15:31 UTC,2017-05-15 13:15:31 UTC,,
257,Acceso,CENTRO,MJU,SCO1.MJU-SM24,10.106.103.2,Transition,SM24-100SFP-AH,1010000010,,,Instalado,Pedido de Ports en HUB: Ot: 4813666 04/10/2011,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
652,Acceso,CENTRO,MJU,SCO-MJU2,10.106.103.22,Transition,S4224,"","",,Pendiente configuración,"","", Gi0/0/0/10 Y Gi0/7/0/10 ,27 y 28,2019-03-13 14:21:34 UTC,2019-03-26 19:46:22 UTC,,""
258,Acceso,SUR,MPM,SCO1.MPM-OA2000,10.103.197.195,MRV,MRV OA2000,"","",,Instalado,"","","","",2017-05-15 13:15:31 UTC,2018-06-06 18:14:13 UTC,,
259,Acceso,SUR,MPM,SCO2.MPM-TRANSITION,10.103.197.2,Transition,SM24-100SFP-AH,0012CFFA1C64,,,Instalado,,,,,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
260,Acceso,SUR,MPM,SCO3.MPM-TRANSITION,10.106.197.7,Transition,SM24-100SFP-AH,1013000031,,,Instalado,OT 5306970,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
261,Acceso,SUR,MPM,SCO4.MPM-TRANSITION,10.106.197.10,Transition,SM24-100SFP-AH,1033000031,,,Instalado,,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
262,Acceso,SUR,MPM,SCO5.MPM-TRANSITION,10.106.197.12,Transition,SM24-100SFP-AH,1013000035,,,Instalado,#115601665,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
263,Acceso,SUR,MPM,SCO-MPM6,10.106.197.14,Transition,S4224,14529984,"",,Instalado,Se slicita factibilidad PIM-P OT #160941815. Se envia mail a UM 5/6,SAC.MPM1,ge-0/0/12 y ge-0/0/13,"",2017-05-15 13:15:31 UTC,2018-11-29 13:27:24 UTC,,2.2.9.9
454,Acceso,Buenos Aires,MPM,SCO-MPM7,10.106.197.16,Transition,S4224,14586990,"",2018-05-01,Instalado,Pendiente de configuracion,SAC.MPM1,ge-0/0/14 - ge-0/0/15,27 y 28,2017-07-20 15:32:55 UTC,2018-12-21 02:21:11 UTC,,""
636,Acceso,SUR,MPM,SCO-MPM8,10.106.197.120,Transition,S4224,"","",,Pendiente configuración,"",SAC.MPM1,"","",2019-03-11 19:36:02 UTC,2019-03-11 19:36:02 UTC,,""
637,Acceso,SUR,MPM,SCO-MPM9,10.106.197.121,Transition,S4224,"","",,Pendiente configuración,"",SAC.MPM1,"","",2019-03-11 19:37:39 UTC,2019-03-11 19:37:39 UTC,,""
264,Acceso,SUR,MPS,SCO-MPS1,10.106.42.2,Transition,S4224,14557844,"",,Instalado,"",ROA1.MPS1,"","",2017-05-15 13:15:31 UTC,2018-11-29 13:31:13 UTC,,2.2.9.9
265,Acceso,SUR,MPS,SCO-MPS2,10.106.42.3,Transition,S4224,14557847,"",,Instalado,"",ROA1.MPS1,"","",2017-05-15 13:15:31 UTC,2018-11-29 13:32:45 UTC,,2.2.9.9
266,Acceso,SUR,MPS,SCO-MPS3,10.106.42.4,Transition,S4224,14565242,"",,Instalado,"",ROA1.MPS1,"","",2017-05-15 13:15:31 UTC,2018-11-29 13:34:35 UTC,,2.2.9.9
267,Acceso,SUR,MPS,SCO.MPS4,10.106.42.5,Transition,S4224,,,,Instalado,,,,,2017-05-15 13:15:31 UTC,2017-05-15 13:15:31 UTC,,
461,Acceso,Buenos Aires,MPS,SCO.MPS5,10.106.42.6,Transition,S4224,"","",,Instalado,"",ROA1.MPS1,ge-0/1/1 y ge-0/1/2,27-28,2017-08-29 17:54:34 UTC,2017-12-21 17:50:15 UTC,,
462,Acceso,Buenos Aires,MPS,SCO.MPS6,10.106.42.7,Transition,S4224,"","",,Instalado,"",ROA1.MPS1,ge-11/1/1 y ge-11/1/2,27-28,2017-08-29 17:55:09 UTC,2017-12-21 17:50:40 UTC,,
660,Acceso,SUR,MPS,SCO-MPS7,10.106.42.233,Transition,S4224,"","",,Pendiente configuración,"","","","",2019-03-27 17:53:19 UTC,2019-03-27 17:53:19 UTC,,""
268,Acceso,AMBA,MRO,SCO1.MRO-TRANSITION,10.106.154.2,Transition,SM24-100SFP-AH,0012CFFA1EA4,"",,Instalado,Se envio a instalar el equipamientoa UM el 11/01/2011,"","","",2017-05-15 13:15:31 UTC,2018-12-07 19:36:01 UTC,,""
269,Acceso,AMBA,MRO,SCO2.MRO-TRANSITION,10.106.154.4,Transition,SM24-100SFP-AH,1033000025,"",,Instalado,Puertos OT 47266015 / 08/07 mail enviado a UM,"","","",2017-05-15 13:15:31 UTC,2018-12-07 19:36:17 UTC,,""
270,Acceso,AMBA,MRO,SCO-MRO3,10.106.154.7,Transition,S4224,14526163,"",,Instalado,OT #134564415 UM 19/1,ROA1.MRO1,"",23,2017-05-15 13:15:31 UTC,2018-12-07 19:36:42 UTC,,2.2.9.9
503,Acceso,Buenos Aires,MRO,SCO-MRO4,10.106.154.9,Transition,S4224,14586988,267171 | Solicitud PIM para asignación de puertos en ROA1.MOR,2017-11-29,Instalado,"",ROA1.MOR,Gi0/0/0/15 y Gi0/7/0/15,27 y 28,2017-11-06 18:22:57 UTC,2019-01-09 13:11:58 UTC,,2.2.9.9
643,Acceso,AMBA,MRO,SCO-MRO5,10.106.154.118,Transition,S4224,"","",,Pendiente configuración,"","",Gi0/0/0/14 y Gi0/7/0/14,27 y 28,2019-03-13 13:33:22 UTC,2019-03-13 13:33:22 UTC,,""
272,Acceso,SUR,NEC,SCO1.NEC-TRANSITION,10.106.78.2,Transition,SM24-100SFP-AH,0012CFFA1E24,,,Instalado,Se envio a instalar equipamiento a UM el 09/09/2011,,,,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
273,Acceso,SUR,NEC,SCO-NEC2,10.106.78.3,Transition,S4224,"","",,Instalado,OT #136435803 UM 28/01,"","","",2017-05-15 13:15:31 UTC,2019-01-09 13:13:31 UTC,,2.2.9.9
274,Acceso,SUR,NEU,SCO1.NEU-OA2000,10.103.79.20 ,MRV,MRV OA2000,,,,Instalado,,,,,2017-05-15 13:15:31 UTC,2017-05-15 13:15:31 UTC,,
275,Acceso,SUR,NEU,SCO2.NEU-TRANSITION,10.106.80.2,Transition,SM24-100SFP-AH,0012CFFA1BA4,,,Instalado,Se envio a instalar el equipamiento a UM el 10/03/2011,,,27-28,2017-05-15 13:15:31 UTC,2017-05-15 13:15:36 UTC,,
277,Acceso,SUR,NEU,SCO-NEH1,10.106.80.4,Transition,S4224,14526160,"",,Instalado,Se envio instalar el equipamiento a UM el 28/4/2015,"","",27-28,2017-05-15 13:15:31 UTC,2019-01-29 17:43:01 UTC,,""
276,Acceso,SUR,NEU,SCO-NEU3,10.106.80.3,Transition,S4224,0012CFFA1CE4,"",,Instalado,"",SAC.NEU1,"",27-28,2017-05-15 13:15:31 UTC,2018-11-29 13:50:55 UTC,,2.2.9.9
634,Acceso,SUR,NEU,SCO-NEU4,10.106.80.89,Transition,S4224,"","",2019-02-26,Instalado,"","","","",2019-02-25 15:39:54 UTC,2019-02-26 14:49:53 UTC,,2.2.9.9
630,Acceso,Sur,NEU,SCO-NEU5,10.106.80.88,Transition,S4224,"","",2019-02-07,Instalado,"",SAC-NEU1,ge-0/0/10 y ge-0/0/11,27 y 28,2019-01-29 13:48:51 UTC,2019-02-07 14:49:08 UTC,,2.2.9.9
